"";"sample";"sampling";"species";"counts";"gf";"date";"morp";"magnification";"info";"cells_ml";"temperature";"nutrients"
"664";100;8;"guido";0;6;"02.05.";"mix";20;NA;0;9;"HI"
"665";101;8;"guido";0;6;"02.05.";"mix";20;NA;0;9;"HI"
"666";102;8;"guido";0;6;"02.05.";"mix";20;NA;0;9;"HI"
"667";157;8;"guido";0;6;"02.05.";"mix";20;NA;0;12;"Low"
"668";158;8;"guido";1;6;"02.05.";"mix";20;NA;85,2;12;"Low"
"669";159;8;"guido";0;6;"02.05.";"mix";20;NA;0;12;"Low"
"670";160;8;"guido";0;6;"02.05.";"mix";20;NA;0;12;"HI"
"671";161;8;"guido";0;6;"02.05.";"mix";20;NA;0;12;"HI"
"672";162;8;"guido";0;6;"02.05.";"mix";20;NA;0;12;"HI"
"673";217;8;"guido";0;6;"02.05.";"mix";20;NA;0;15;"Low"
"674";218;8;"guido";0;6;"02.05.";"mix";20;NA;0;15;"Low"
"675";219;8;"guido";0;6;"02.05.";"mix";20;NA;0;15;"Low"
"676";220;8;"guido";1;6;"02.05.";"mix";20;NA;85,2;15;"HI"
"677";221;8;"guido";0;6;"02.05.";"mix";20;NA;0;15;"HI"
"678";222;8;"guido";0;6;"02.05.";"mix";20;NA;0;15;"HI"
"679";277;8;"guido";1;6;"02.05.";"mix";20;NA;85,2;18;"Low"
"680";278;8;"guido";0;6;"02.05.";"mix";20;NA;0;18;"Low"
"681";279;8;"guido";0;6;"02.05.";"mix";20;NA;0;18;"Low"
"682";280;8;"guido";0;6;"02.05.";"mix";20;NA;0;18;"HI"
"683";281;8;"guido";0;6;"02.05.";"mix";20;NA;0;18;"HI"
"684";282;8;"guido";0;6;"02.05.";"mix";20;NA;0;18;"HI"
"685";337;8;"guido";0;6;"02.05.";"mix";20;NA;0;21;"Low"
"686";338;8;"guido";0;6;"02.05.";"mix";20;NA;0;21;"Low"
"687";339;8;"guido";1;6;"02.05.";"mix";20;NA;85,2;21;"Low"
"688";340;8;"guido";0;6;"02.05.";"mix";20;NA;0;21;"HI"
"689";341;8;"guido";0;6;"02.05.";"mix";20;NA;0;21;"HI"
"690";342;8;"guido";0;6;"02.05.";"mix";20;NA;0;21;"HI"
"691";97;8;"dity";355;6;"02.05.";"mix";10;NA;7561,5;9;"Low"
"692";98;8;"dity";128;6;"02.05.";"mix";10;NA;2726,4;9;"Low"
"693";99;8;"dity";158;6;"02.05.";"mix";10;NA;3365,4;9;"Low"
"694";100;8;"dity";111;6;"02.05.";"mix";10;NA;2364,3;9;"HI"
"695";101;8;"dity";185;6;"02.05.";"mix";10;NA;3940,5;9;"HI"
"696";102;8;"dity";107;6;"02.05.";"mix";10;NA;2279,1;9;"HI"
"697";157;8;"dity";83;6;"02.05.";"mix";10;NA;1767,9;12;"Low"
"698";158;8;"dity";128;6;"02.05.";"mix";10;NA;2726,4;12;"Low"
"699";159;8;"dity";171;6;"02.05.";"mix";10;NA;3642,3;12;"Low"
"700";160;8;"dity";121;6;"02.05.";"mix";10;NA;2577,3;12;"HI"
"701";161;8;"dity";87;6;"02.05.";"mix";10;NA;1853,1;12;"HI"
"702";162;8;"dity";113;6;"02.05.";"mix";10;NA;2406,9;12;"HI"
"703";217;8;"dity";136;6;"02.05.";"mix";10;NA;2896,8;15;"Low"
"704";218;8;"dity";138;6;"02.05.";"mix";10;NA;2939,4;15;"Low"
"705";219;8;"dity";157;6;"02.05.";"mix";10;NA;3344,1;15;"Low"
"706";220;8;"dity";167;6;"02.05.";"mix";10;NA;3557,1;15;"HI"
"707";221;8;"dity";170;6;"02.05.";"mix";10;NA;3621;15;"HI"
"708";222;8;"dity";167;6;"02.05.";"mix";10;NA;3557,1;15;"HI"
"709";277;8;"dity";170;6;"02.05.";"mix";10;NA;3621;18;"Low"
"710";278;8;"dity";161;6;"02.05.";"mix";10;NA;3429,3;18;"Low"
"711";279;8;"dity";138;6;"02.05.";"mix";10;NA;2939,4;18;"Low"
"712";280;8;"dity";199;6;"02.05.";"mix";10;NA;4238,7;18;"HI"
"713";281;8;"dity";178;6;"02.05.";"mix";10;NA;3791,4;18;"HI"
"714";282;8;"dity";276;6;"02.05.";"mix";10;NA;5878,8;18;"HI"
"715";337;8;"dity";24;6;"02.05.";"mix";10;NA;511,2;21;"Low"
"716";338;8;"dity";65;6;"02.05.";"mix";10;NA;1384,5;21;"Low"
"717";339;8;"dity";104;6;"02.05.";"mix";10;NA;2215,2;21;"Low"
"718";340;8;"dity";76;6;"02.05.";"mix";10;NA;1618,8;21;"HI"
"719";341;8;"dity";98;6;"02.05.";"mix";10;NA;2087,4;21;"HI"
"720";342;8;"dity";91;6;"02.05.";"mix";10;NA;1938,3;21;"HI"
"721";97;8;"odontella";0;10;"02.05.";"mix";10;NA;0;9;"Low"
"722";98;8;"odontella";0;10;"02.05.";"mix";10;NA;0;9;"Low"
"723";99;8;"odontella";0;10;"02.05.";"mix";10;NA;0;9;"Low"
"724";100;8;"odontella";1;10;"02.05.";"mix";10;NA;12,78;9;"HI"
"725";101;8;"odontella";0;10;"02.05.";"mix";10;NA;0;9;"HI"
"726";102;8;"odontella";1;10;"02.05.";"mix";10;NA;12,78;9;"HI"
"727";157;8;"odontella";3;10;"02.05.";"mix";10;NA;38,34;12;"Low"
"728";158;8;"odontella";1;10;"02.05.";"mix";10;NA;12,78;12;"Low"
"729";159;8;"odontella";3;10;"02.05.";"mix";10;NA;38,34;12;"Low"
"730";160;8;"odontella";3;10;"02.05.";"mix";10;NA;38,34;12;"HI"
"731";161;8;"odontella";0;10;"02.05.";"mix";10;NA;0;12;"HI"
"732";162;8;"odontella";1;10;"02.05.";"mix";10;NA;12,78;12;"HI"
"733";217;8;"odontella";2;10;"02.05.";"mix";10;NA;25,56;15;"Low"
"734";218;8;"odontella";2;10;"02.05.";"mix";10;NA;25,56;15;"Low"
"735";219;8;"odontella";3;10;"02.05.";"mix";10;NA;38,34;15;"Low"
"736";220;8;"odontella";2;10;"02.05.";"mix";10;NA;25,56;15;"HI"
"737";221;8;"odontella";0;10;"02.05.";"mix";10;NA;0;15;"HI"
"738";222;8;"odontella";1;10;"02.05.";"mix";10;NA;12,78;15;"HI"
"739";277;8;"odontella";0;10;"02.05.";"mix";10;NA;0;18;"Low"
"740";278;8;"odontella";3;10;"02.05.";"mix";10;NA;38,34;18;"Low"
"741";279;8;"odontella";0;10;"02.05.";"mix";10;NA;0;18;"Low"
"742";280;8;"odontella";1;10;"02.05.";"mix";10;NA;12,78;18;"HI"
"743";281;8;"odontella";3;10;"02.05.";"mix";10;NA;38,34;18;"HI"
"744";282;8;"odontella";0;10;"02.05.";"mix";10;NA;0;18;"HI"
"745";337;8;"odontella";0;10;"02.05.";"mix";10;NA;0;21;"Low"
"746";338;8;"odontella";3;10;"02.05.";"mix";10;NA;38,34;21;"Low"
"747";339;8;"odontella";0;10;"02.05.";"mix";10;NA;0;21;"Low"
"748";340;8;"odontella";3;10;"02.05.";"mix";10;NA;38,34;21;"HI"
"749";341;8;"odontella";2;10;"02.05.";"mix";10;NA;25,56;21;"HI"
"750";342;8;"odontella";2;10;"02.05.";"mix";10;NA;25,56;21;"HI"
"751";103;8;"asterio";183;6;"02.05.";"pulse";40;NA;62366,4;9;"Low"
"752";104;8;"asterio";151;6;"02.05.";"pulse";40;NA;51460,8;9;"Low"
"753";105;8;"asterio";296;6;"02.05.";"pulse";40;NA;100876,8;9;"Low"
"754";106;8;"asterio";126;6;"02.05.";"pulse";40;NA;42940,8;9;"HI"
"755";107;8;"asterio";124;6;"02.05.";"pulse";40;NA;42259,2;9;"HI"
"756";108;8;"asterio";69;6;"02.05.";"pulse";40;NA;23515,2;9;"HI"
"757";163;8;"asterio";106;6;"02.05.";"pulse";40;NA;36124,8;12;"Low"
"758";164;8;"asterio";107;6;"02.05.";"pulse";40;NA;36465,6;12;"Low"
"759";165;8;"asterio";150;6;"02.05.";"pulse";40;NA;51120;12;"Low"
"760";166;8;"asterio";66;6;"02.05.";"pulse";40;NA;22492,8;12;"HI"
"761";167;8;"asterio";67;6;"02.05.";"pulse";40;NA;22833,6;12;"HI"
"762";168;8;"asterio";87;6;"02.05.";"pulse";40;NA;29649,6;12;"HI"
"763";223;8;"asterio";189;6;"02.05.";"pulse";40;NA;64411,2;15;"Low"
"764";224;8;"asterio";186;6;"02.05.";"pulse";40;NA;63388,8;15;"Low"
"765";225;8;"asterio";210;6;"02.05.";"pulse";40;NA;71568;15;"Low"
"766";226;8;"asterio";248;6;"02.05.";"pulse";40;NA;84518,4;15;"HI"
"767";227;8;"asterio";27;6;"02.05.";"pulse";40;NA;9201,6;15;"HI"
"768";228;8;"asterio";184;6;"02.05.";"pulse";40;NA;62707,2;15;"HI"
"769";283;8;"asterio";247;6;"02.05.";"pulse";40;NA;84177,6;18;"Low"
"770";284;8;"asterio";289;6;"02.05.";"pulse";40;NA;98491,2;18;"Low"
"771";285;8;"asterio";300;6;"02.05.";"pulse";40;NA;102240;18;"Low"
"772";286;8;"asterio";108;6;"02.05.";"pulse";40;NA;36806,4;18;"HI"
"773";287;8;"asterio";99;6;"02.05.";"pulse";40;NA;33739,2;18;"HI"
"774";288;8;"asterio";152;6;"02.05.";"pulse";40;NA;51801,6;18;"HI"
"775";343;8;"asterio";343;6;"02.05.";"pulse";40;NA;116894,4;21;"Low"
"776";344;8;"asterio";394;6;"02.05.";"pulse";40;NA;134275,2;21;"Low"
"777";345;8;"asterio";254;6;"02.05.";"pulse";40;NA;86563,2;21;"Low"
"778";346;8;"asterio";126;6;"02.05.";"pulse";40;NA;42940,8;21;"HI"
"779";347;8;"asterio";156;6;"02.05.";"pulse";40;NA;53164,8;21;"HI"
"780";348;8;"asterio";153;6;"02.05.";"pulse";40;NA;52142,4;21;"HI"
"781";103;8;"rhizo";5;6;"02.05.";"pulse";20;NA;426;9;"Low"
"782";104;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;9;"Low"
"783";105;8;"rhizo";3;6;"02.05.";"pulse";20;NA;255,6;9;"Low"
"784";106;8;"rhizo";1;6;"02.05.";"pulse";20;NA;85,2;9;"HI"
"785";107;8;"rhizo";1;6;"02.05.";"pulse";20;NA;85,2;9;"HI"
"786";108;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;9;"HI"
"787";163;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;12;"Low"
"788";164;8;"rhizo";1;6;"02.05.";"pulse";20;NA;85,2;12;"Low"
"789";165;8;"rhizo";1;6;"02.05.";"pulse";20;NA;85,2;12;"Low"
"790";166;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;12;"HI"
"791";167;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;12;"HI"
"792";168;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;12;"HI"
"793";223;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;15;"Low"
"794";224;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;15;"Low"
"795";225;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;15;"Low"
"796";226;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;15;"HI"
"797";227;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;15;"HI"
"798";228;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;15;"HI"
"799";283;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;18;"Low"
"800";284;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;18;"Low"
"801";285;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;18;"Low"
"802";286;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;18;"HI"
"803";287;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;18;"HI"
"804";288;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;18;"HI"
"805";343;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;21;"Low"
"806";344;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;21;"Low"
"807";345;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;21;"Low"
"808";346;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;21;"HI"
"809";347;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;21;"HI"
"810";348;8;"rhizo";0;6;"02.05.";"pulse";20;NA;0;21;"HI"
"811";103;8;"guido";0;6;"02.05.";"pulse";20;NA;0;9;"Low"
"812";104;8;"guido";0;6;"02.05.";"pulse";20;NA;0;9;"Low"
"813";105;8;"guido";0;6;"02.05.";"pulse";20;NA;0;9;"Low"
"814";106;8;"guido";0;6;"02.05.";"pulse";20;NA;0;9;"HI"
"815";107;8;"guido";0;6;"02.05.";"pulse";20;NA;0;9;"HI"
"816";108;8;"guido";0;6;"02.05.";"pulse";20;NA;0;9;"HI"
"817";163;8;"guido";0;6;"02.05.";"pulse";20;NA;0;12;"Low"
"818";164;8;"guido";0;6;"02.05.";"pulse";20;NA;0;12;"Low"
"819";165;8;"guido";0;6;"02.05.";"pulse";20;NA;0;12;"Low"
"820";166;8;"guido";0;6;"02.05.";"pulse";20;NA;0;12;"HI"
"821";167;8;"guido";0;6;"02.05.";"pulse";20;NA;0;12;"HI"
"822";168;8;"guido";0;6;"02.05.";"pulse";20;NA;0;12;"HI"
"823";223;8;"guido";0;6;"02.05.";"pulse";20;NA;0;15;"Low"
"824";224;8;"guido";0;6;"02.05.";"pulse";20;NA;0;15;"Low"
"825";225;8;"guido";0;6;"02.05.";"pulse";20;NA;0;15;"Low"
"826";226;8;"guido";0;6;"02.05.";"pulse";20;NA;0;15;"HI"
"827";227;8;"guido";0;6;"02.05.";"pulse";20;NA;0;15;"HI"
"828";228;8;"guido";0;6;"02.05.";"pulse";20;NA;0;15;"HI"
"829";283;8;"guido";0;6;"02.05.";"pulse";20;NA;0;18;"Low"
"830";284;8;"guido";0;6;"02.05.";"pulse";20;NA;0;18;"Low"
"831";285;8;"guido";0;6;"02.05.";"pulse";20;NA;0;18;"Low"
"832";286;8;"guido";0;6;"02.05.";"pulse";20;NA;0;18;"HI"
"833";287;8;"guido";0;6;"02.05.";"pulse";20;NA;0;18;"HI"
"834";288;8;"guido";0;6;"02.05.";"pulse";20;NA;0;18;"HI"
"835";343;8;"guido";0;6;"02.05.";"pulse";20;NA;0;21;"Low"
"836";344;8;"guido";0;6;"02.05.";"pulse";20;NA;0;21;"Low"
"837";345;8;"guido";0;6;"02.05.";"pulse";20;NA;0;21;"Low"
"838";346;8;"guido";0;6;"02.05.";"pulse";20;NA;0;21;"HI"
"839";347;8;"guido";0;6;"02.05.";"pulse";20;NA;0;21;"HI"
"840";348;8;"guido";0;6;"02.05.";"pulse";20;NA;0;21;"HI"
"841";103;8;"dity";212;6;"02.05.";"pulse";10;NA;4515,6;9;"Low"
"842";104;8;"dity";188;6;"02.05.";"pulse";10;NA;4004,4;9;"Low"
"843";105;8;"dity";178;6;"02.05.";"pulse";10;NA;3791,4;9;"Low"
"844";106;8;"dity";139;6;"02.05.";"pulse";10;NA;2960,7;9;"HI"
"845";107;8;"dity";135;6;"02.05.";"pulse";10;NA;2875,5;9;"HI"
"846";108;8;"dity";147;6;"02.05.";"pulse";10;NA;3131,1;9;"HI"
"847";163;8;"dity";127;6;"02.05.";"pulse";10;NA;2705,1;12;"Low"
"848";164;8;"dity";162;6;"02.05.";"pulse";10;NA;3450,6;12;"Low"
"849";165;8;"dity";150;6;"02.05.";"pulse";10;NA;3195;12;"Low"
"850";166;8;"dity";143;6;"02.05.";"pulse";10;NA;3045,9;12;"HI"
"851";167;8;"dity";14;6;"02.05.";"pulse";10;NA;298,2;12;"HI"
"852";168;8;"dity";158;6;"02.05.";"pulse";10;NA;3365,4;12;"HI"
"853";223;8;"dity";215;6;"02.05.";"pulse";10;NA;4579,5;15;"Low"
"854";224;8;"dity";120;6;"02.05.";"pulse";10;NA;2556;15;"Low"
"855";225;8;"dity";125;6;"02.05.";"pulse";10;NA;2662,5;15;"Low"
"856";226;8;"dity";180;6;"02.05.";"pulse";10;NA;3834;15;"HI"
"857";227;8;"dity";149;6;"02.05.";"pulse";10;NA;3173,7;15;"HI"
"858";228;8;"dity";124;6;"02.05.";"pulse";10;NA;2641,2;15;"HI"
"859";283;8;"dity";153;6;"02.05.";"pulse";10;NA;3258,9;18;"Low"
"860";284;8;"dity";131;6;"02.05.";"pulse";10;NA;2790,3;18;"Low"
"861";285;8;"dity";220;6;"02.05.";"pulse";10;NA;4686;18;"Low"
"862";286;8;"dity";174;6;"02.05.";"pulse";10;NA;3706,2;18;"HI"
"863";287;8;"dity";217;6;"02.05.";"pulse";10;NA;4622,1;18;"HI"
"864";288;8;"dity";217;6;"02.05.";"pulse";10;NA;4622,1;18;"HI"
"865";343;8;"dity";81;6;"02.05.";"pulse";10;NA;1725,3;21;"Low"
"866";344;8;"dity";163;6;"02.05.";"pulse";10;NA;3471,9;21;"Low"
"867";345;8;"dity";201;6;"02.05.";"pulse";10;NA;4281,3;21;"Low"
"868";346;8;"dity";127;6;"02.05.";"pulse";10;NA;2705,1;21;"HI"
"869";347;8;"dity";189;6;"02.05.";"pulse";10;NA;4025,7;21;"HI"
"870";348;8;"dity";202;6;"02.05.";"pulse";10;NA;4302,6;21;"HI"
"871";103;8;"odontella";0;10;"02.05.";"pulse";10;NA;0;9;"Low"
"872";104;8;"odontella";1;10;"02.05.";"pulse";10;NA;12,78;9;"Low"
"873";105;8;"odontella";2;10;"02.05.";"pulse";10;NA;25,56;9;"Low"
"874";106;8;"odontella";1;10;"02.05.";"pulse";10;NA;12,78;9;"HI"
"875";107;8;"odontella";0;10;"02.05.";"pulse";10;NA;0;9;"HI"
"876";108;8;"odontella";1;10;"02.05.";"pulse";10;NA;12,78;9;"HI"
"877";163;8;"odontella";0;10;"02.05.";"pulse";10;NA;0;12;"Low"
"878";164;8;"odontella";0;10;"02.05.";"pulse";10;NA;0;12;"Low"
"879";165;8;"odontella";1;10;"02.05.";"pulse";10;NA;12,78;12;"Low"
"880";166;8;"odontella";0;10;"02.05.";"pulse";10;NA;0;12;"HI"
"881";167;8;"odontella";0;10;"02.05.";"pulse";10;NA;0;12;"HI"
"882";168;8;"odontella";0;10;"02.05.";"pulse";10;NA;0;12;"HI"
"883";223;8;"odontella";1;10;"02.05.";"pulse";10;NA;12,78;15;"Low"
"884";224;8;"odontella";1;10;"02.05.";"pulse";10;NA;12,78;15;"Low"
"885";225;8;"odontella";0;10;"02.05.";"pulse";10;NA;0;15;"Low"
"886";226;8;"odontella";0;10;"02.05.";"pulse";10;NA;0;15;"HI"
"887";227;8;"odontella";0;10;"02.05.";"pulse";10;NA;0;15;"HI"
"888";228;8;"odontella";2;10;"02.05.";"pulse";10;NA;25,56;15;"HI"
"889";283;8;"odontella";1;10;"02.05.";"pulse";10;NA;12,78;18;"Low"
"890";284;8;"odontella";3;10;"02.05.";"pulse";10;NA;38,34;18;"Low"
"891";285;8;"odontella";0;10;"02.05.";"pulse";10;NA;0;18;"Low"
"892";286;8;"odontella";1;10;"02.05.";"pulse";10;NA;12,78;18;"HI"
"893";287;8;"odontella";0;10;"02.05.";"pulse";10;NA;0;18;"HI"
"894";288;8;"odontella";1;10;"02.05.";"pulse";10;NA;12,78;18;"HI"
"895";343;8;"odontella";0;10;"02.05.";"pulse";10;NA;0;21;"Low"
"896";344;8;"odontella";4;10;"02.05.";"pulse";10;NA;51,12;21;"Low"
"897";345;8;"odontella";4;10;"02.05.";"pulse";10;NA;51,12;21;"Low"
"898";346;8;"odontella";2;10;"02.05.";"pulse";10;NA;25,56;21;"HI"
"899";347;8;"odontella";9;10;"02.05.";"pulse";10;NA;115,02;21;"HI"
"900";348;8;"odontella";2;10;"02.05.";"pulse";10;NA;25,56;21;"HI"
"901";97;11;"asterio";32;6;"08.05.";"mix";40;NA;10905,6;9;"Low"
"902";98;11;"asterio";25;6;"08.05.";"mix";40;NA;8520;9;"Low"
"903";99;11;"asterio";50;6;"08.05.";"mix";40;NA;17040;9;"Low"
"904";100;11;"asterio";23;6;"08.05.";"mix";40;NA;7838,4;9;"HI"
"905";101;11;"asterio";17;6;"08.05.";"mix";40;NA;5793,6;9;"HI"
"906";102;11;"asterio";20;6;"08.05.";"mix";40;NA;6816;9;"HI"
"907";157;11;"asterio";53;6;"08.05.";"mix";40;NA;18062,4;12;"Low"
"908";158;11;"asterio";46;6;"08.05.";"mix";40;NA;15676,8;12;"Low"
"909";159;11;"asterio";46;6;"08.05.";"mix";40;NA;15676,8;12;"Low"
"910";160;11;"asterio";31;6;"08.05.";"mix";40;NA;10564,8;12;"HI"
"911";161;11;"asterio";18;6;"08.05.";"mix";40;NA;6134,4;12;"HI"
"912";162;11;"asterio";37;6;"08.05.";"mix";40;NA;12609,6;12;"HI"
"913";217;11;"asterio";364;6;"08.05.";"mix";40;NA;124051,2;15;"Low"
"914";218;11;"asterio";220;6;"08.05.";"mix";40;NA;74976;15;"Low"
"915";219;11;"asterio";181;6;"08.05.";"mix";40;NA;61684,8;15;"Low"
"916";220;11;"asterio";90;6;"08.05.";"mix";40;NA;30672;15;"HI"
"917";221;11;"asterio";89;6;"08.05.";"mix";40;NA;30331,2;15;"HI"
"918";222;11;"asterio";40;6;"08.05.";"mix";40;NA;13632;15;"HI"
"919";277;11;"asterio";202;6;"08.05.";"mix";40;NA;68841,6;18;"Low"
"920";278;11;"asterio";296;6;"08.05.";"mix";40;NA;100876,8;18;"Low"
"921";279;11;"asterio";228;6;"08.05.";"mix";40;NA;77702,4;18;"Low"
"922";280;11;"asterio";33;6;"08.05.";"mix";40;NA;11246,4;18;"HI"
"923";281;11;"asterio";59;6;"08.05.";"mix";40;NA;20107,2;18;"HI"
"924";282;11;"asterio";54;6;"08.05.";"mix";40;NA;18403,2;18;"HI"
"925";337;11;"asterio";487;6;"08.05.";"mix";40;NA;165969,6;21;"Low"
"926";338;11;"asterio";439;6;"08.05.";"mix";40;NA;149611,2;21;"Low"
"927";339;11;"asterio";316;6;"08.05.";"mix";40;NA;107692,8;21;"Low"
"928";340;11;"asterio";263;6;"08.05.";"mix";40;NA;89630,4;21;"HI"
"929";341;11;"asterio";317;6;"08.05.";"mix";40;NA;108033,6;21;"HI"
"930";342;11;"asterio";340;6;"08.05.";"mix";40;NA;115872;21;"HI"
"931";97;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;9;"Low"
"932";98;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;9;"Low"
"933";99;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;9;"Low"
"934";100;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;9;"HI"
"935";101;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;9;"HI"
"936";102;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;9;"HI"
"937";157;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;12;"Low"
"938";158;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;12;"Low"
"939";159;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;12;"Low"
"940";160;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;12;"HI"
"941";161;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;12;"HI"
"942";162;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;12;"HI"
"943";217;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;15;"Low"
"944";218;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;15;"Low"
"945";219;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;15;"Low"
"946";220;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;15;"HI"
"947";221;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;15;"HI"
"948";222;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;15;"HI"
"949";277;11;"rhizo";1;6;"08.05.";"mix";20;NA;85,2;18;"Low"
"950";278;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;18;"Low"
"951";279;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;18;"Low"
"952";280;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;18;"HI"
"953";281;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;18;"HI"
"954";282;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;18;"HI"
"955";337;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;21;"Low"
"956";338;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;21;"Low"
"957";339;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;21;"Low"
"958";340;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;21;"HI"
"959";341;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;21;"HI"
"960";342;11;"rhizo";0;6;"08.05.";"mix";20;NA;0;21;"HI"
"961";97;11;"guido";0;6;"08.05.";"mix";20;NA;0;9;"Low"
"962";98;11;"guido";0;6;"08.05.";"mix";20;NA;0;9;"Low"
"963";99;11;"guido";0;6;"08.05.";"mix";20;NA;0;9;"Low"
"964";100;11;"guido";0;6;"08.05.";"mix";20;NA;0;9;"HI"
"965";101;11;"guido";0;6;"08.05.";"mix";20;NA;0;9;"HI"
"966";102;11;"guido";0;6;"08.05.";"mix";20;NA;0;9;"HI"
"967";157;11;"guido";0;6;"08.05.";"mix";20;NA;0;12;"Low"
"968";158;11;"guido";0;6;"08.05.";"mix";20;NA;0;12;"Low"
"969";159;11;"guido";0;6;"08.05.";"mix";20;NA;0;12;"Low"
"970";160;11;"guido";0;6;"08.05.";"mix";20;NA;0;12;"HI"
"971";161;11;"guido";0;6;"08.05.";"mix";20;NA;0;12;"HI"
"972";162;11;"guido";0;6;"08.05.";"mix";20;NA;0;12;"HI"
"973";217;11;"guido";0;6;"08.05.";"mix";20;NA;0;15;"Low"
"974";218;11;"guido";0;6;"08.05.";"mix";20;NA;0;15;"Low"
"975";219;11;"guido";0;6;"08.05.";"mix";20;NA;0;15;"Low"
"976";220;11;"guido";0;6;"08.05.";"mix";20;NA;0;15;"HI"
"977";221;11;"guido";0;6;"08.05.";"mix";20;NA;0;15;"HI"
"978";222;11;"guido";0;6;"08.05.";"mix";20;NA;0;15;"HI"
"979";277;11;"guido";0;6;"08.05.";"mix";20;NA;0;18;"Low"
"980";278;11;"guido";0;6;"08.05.";"mix";20;NA;0;18;"Low"
"981";279;11;"guido";0;6;"08.05.";"mix";20;NA;0;18;"Low"
"982";280;11;"guido";0;6;"08.05.";"mix";20;NA;0;18;"HI"
"983";281;11;"guido";0;6;"08.05.";"mix";20;NA;0;18;"HI"
"984";282;11;"guido";0;6;"08.05.";"mix";20;NA;0;18;"HI"
"985";337;11;"guido";0;6;"08.05.";"mix";20;NA;0;21;"Low"
"986";338;11;"guido";0;6;"08.05.";"mix";20;NA;0;21;"Low"
"987";339;11;"guido";0;6;"08.05.";"mix";20;NA;0;21;"Low"
"988";340;11;"guido";0;6;"08.05.";"mix";20;NA;0;21;"HI"
"989";341;11;"guido";0;6;"08.05.";"mix";20;NA;0;21;"HI"
"990";342;11;"guido";0;6;"08.05.";"mix";20;NA;0;21;"HI"
"991";97;11;"dity";181;6;"08.05.";"mix";10;NA;3855,3;9;"Low"
"992";98;11;"dity";191;6;"08.05.";"mix";10;NA;4068,3;9;"Low"
"993";99;11;"dity";175;6;"08.05.";"mix";10;NA;3727,5;9;"Low"
"994";100;11;"dity";294;6;"08.05.";"mix";10;NA;6262,2;9;"HI"
"995";101;11;"dity";225;6;"08.05.";"mix";10;NA;4792,5;9;"HI"
"996";102;11;"dity";210;6;"08.05.";"mix";10;NA;4473;9;"HI"
"997";157;11;"dity";140;6;"08.05.";"mix";10;NA;2982;12;"Low"
"998";158;11;"dity";174;6;"08.05.";"mix";10;NA;3706,2;12;"Low"
"999";159;11;"dity";189;6;"08.05.";"mix";10;NA;4025,7;12;"Low"
