"","method","wavelength1","value","plate","sampling","treatment","temperature","nut","rep"
"3128","OD ","440",0.131,"all","11","MIX","21","HI","2"
"3129","OD ","450",0.088,"all","11","MIX","9","HI","3"
"3130","OD ","450",0.069,"all","11","MIX","12","HI","3"
"3131","OD ","450",0.078,"all","11","MIX","15","HI","3"
"3132","OD ","450",0.082,"all","11","MIX","18","HI","3"
"3133","OD ","450",0.132,"all","11","MIX","21","HI","2"
"3134","OD ","650",0.06,"all","11","MIX","9","HI","3"
"3135","OD ","650",0.051,"all","11","MIX","12","HI","3"
"3136","OD ","650",0.057,"all","11","MIX","15","HI","3"
"3137","OD ","650",0.06,"all","11","MIX","18","HI","3"
"3138","OD ","650",0.103,"all","11","MIX","21","HI","2"
"3139","OD ","800",0.057,"all","11","MIX","9","HI","3"
"3140","OD ","800",0.05,"all","11","MIX","12","HI","3"
"3141","OD ","800",0.054,"all","11","MIX","15","HI","3"
"3142","OD ","800",0.056,"all","11","MIX","18","HI","3"
"3143","OD ","800",0.1,"all","11","MIX","21","HI","2"
"3144","RFU ","395,680",2,"all","11","MIX","21","HI","3"
"3145","RFU ","614,680",1,"all","11","MIX","21","HI","3"
"3146","RFU ","440,660",2,"all","11","MIX","21","HI","3"
"3147","OD ","440",0.038,"all","11","MIX","21","HI","3"
"3148","OD ","450",0.038,"all","11","MIX","21","HI","3"
"3149","OD ","650",0.035,"all","11","MIX","21","HI","3"
"3150","OD ","800",0.038,"all","11","MIX","21","HI","3"
"3151","RFU ","395,680",79,"all","10","MIX","9","Low","1"
"3152","RFU ","395,680",89,"all","10","MIX","12","Low","1"
"3153","RFU ","395,680",326,"all","10","MIX","15","Low","1"
"3154","RFU ","395,680",438,"all","10","MIX","18","Low","1"
"3155","RFU ","614,680",21,"all","10","MIX","9","Low","1"
"3156","RFU ","614,680",26,"all","10","MIX","12","Low","1"
"3157","RFU ","614,680",52,"all","10","MIX","15","Low","1"
"3158","RFU ","614,680",80,"all","10","MIX","18","Low","1"
"3159","RFU ","440,660",65,"all","10","MIX","9","Low","1"
"3160","RFU ","440,660",58,"all","10","MIX","12","Low","1"
"3161","RFU ","440,660",183,"all","10","MIX","15","Low","1"
"3162","RFU ","440,660",269,"all","10","MIX","18","Low","1"
"3163","OD ","440",0.076,"all","10","MIX","9","Low","1"
"3164","OD ","440",0.083,"all","10","MIX","12","Low","1"
"3165","OD ","440",0.104,"all","10","MIX","15","Low","1"
"3166","OD ","440",0.101,"all","10","MIX","18","Low","1"
"3167","OD ","450",0.075,"all","10","MIX","9","Low","1"
"3168","OD ","450",0.084,"all","10","MIX","12","Low","1"
"3169","OD ","450",0.1,"all","10","MIX","15","Low","1"
"3170","OD ","450",0.098,"all","10","MIX","18","Low","1"
"3171","OD ","650",0.057,"all","10","MIX","9","Low","1"
"3172","OD ","650",0.062,"all","10","MIX","12","Low","1"
"3173","OD ","650",0.079,"all","10","MIX","15","Low","1"
"3174","OD ","650",0.077,"all","10","MIX","18","Low","1"
"3175","OD ","800",0.051,"all","10","MIX","9","Low","1"
"3176","OD ","800",0.061,"all","10","MIX","12","Low","1"
"3177","OD ","800",0.079,"all","10","MIX","15","Low","1"
"3178","OD ","800",0.076,"all","10","MIX","18","Low","1"
"3179","RFU ","395,680",37,"all","10","MIX","9","Low","2"
"3180","RFU ","395,680",62,"all","10","MIX","12","Low","2"
"3181","RFU ","395,680",198,"all","10","MIX","15","Low","2"
"3182","RFU ","395,680",278,"all","10","MIX","18","Low","2"
"3183","RFU ","395,680",205,"all","10","MIX","21","Low","1"
"3184","RFU ","614,680",12,"all","10","MIX","9","Low","2"
"3185","RFU ","614,680",3,"all","10","MIX","12","Low","2"
"3186","RFU ","614,680",35,"all","10","MIX","15","Low","2"
"3187","RFU ","614,680",62,"all","10","MIX","18","Low","2"
"3188","RFU ","614,680",37,"all","10","MIX","21","Low","1"
"3189","RFU ","440,660",71,"all","10","MIX","9","Low","2"
"3190","RFU ","440,660",41,"all","10","MIX","12","Low","2"
"3191","RFU ","440,660",133,"all","10","MIX","15","Low","2"
"3192","RFU ","440,660",221,"all","10","MIX","18","Low","2"
"3193","RFU ","440,660",142,"all","10","MIX","21","Low","1"
"3194","OD ","440",0.073,"all","10","MIX","9","Low","2"
"3195","OD ","440",0.071,"all","10","MIX","12","Low","2"
"3196","OD ","440",0.079,"all","10","MIX","15","Low","2"
"3197","OD ","440",0.099,"all","10","MIX","18","Low","2"
"3198","OD ","440",0.097,"all","10","MIX","21","Low","1"
"3199","OD ","450",0.072,"all","10","MIX","9","Low","2"
"3200","OD ","450",0.07,"all","10","MIX","12","Low","2"
"3201","OD ","450",0.079,"all","10","MIX","15","Low","2"
"3202","OD ","450",0.098,"all","10","MIX","18","Low","2"
"3203","OD ","450",0.095,"all","10","MIX","21","Low","1"
"3204","OD ","650",0.055,"all","10","MIX","9","Low","2"
"3205","OD ","650",0.052,"all","10","MIX","12","Low","2"
"3206","OD ","650",0.059,"all","10","MIX","15","Low","2"
"3207","OD ","650",0.074,"all","10","MIX","18","Low","2"
"3208","OD ","650",0.071,"all","10","MIX","21","Low","1"
"3209","OD ","800",0.05,"all","10","MIX","9","Low","2"
"3210","OD ","800",0.054,"all","10","MIX","12","Low","2"
"3211","OD ","800",0.053,"all","10","MIX","15","Low","2"
"3212","OD ","800",0.071,"all","10","MIX","18","Low","2"
"3213","OD ","800",0.07,"all","10","MIX","21","Low","1"
"3214","RFU ","395,680",50,"all","10","MIX","9","Low","3"
"3215","RFU ","395,680",66,"all","10","MIX","12","Low","3"
"3216","RFU ","395,680",148,"all","10","MIX","15","Low","3"
"3217","RFU ","395,680",217,"all","10","MIX","18","Low","3"
"3218","RFU ","395,680",258,"all","10","MIX","21","Low","2"
"3219","RFU ","614,680",7,"all","10","MIX","9","Low","3"
"3220","RFU ","614,680",13,"all","10","MIX","12","Low","3"
"3221","RFU ","614,680",27,"all","10","MIX","15","Low","3"
"3222","RFU ","614,680",49,"all","10","MIX","18","Low","3"
"3223","RFU ","614,680",53,"all","10","MIX","21","Low","2"
"3224","RFU ","440,660",31,"all","10","MIX","9","Low","3"
"3225","RFU ","440,660",42,"all","10","MIX","12","Low","3"
"3226","RFU ","440,660",84,"all","10","MIX","15","Low","3"
"3227","RFU ","440,660",175,"all","10","MIX","18","Low","3"
"3228","RFU ","440,660",181,"all","10","MIX","21","Low","2"
"3229","OD ","440",0.076,"all","10","MIX","9","Low","3"
"3230","OD ","440",0.073,"all","10","MIX","12","Low","3"
"3231","OD ","440",0.078,"all","10","MIX","15","Low","3"
"3232","OD ","440",0.099,"all","10","MIX","18","Low","3"
"3233","OD ","440",0.108,"all","10","MIX","21","Low","2"
"3234","OD ","450",0.073,"all","10","MIX","9","Low","3"
"3235","OD ","450",0.071,"all","10","MIX","12","Low","3"
"3236","OD ","450",0.076,"all","10","MIX","15","Low","3"
"3237","OD ","450",0.104,"all","10","MIX","18","Low","3"
"3238","OD ","450",0.107,"all","10","MIX","21","Low","2"
"3239","OD ","650",0.057,"all","10","MIX","9","Low","3"
"3240","OD ","650",0.053,"all","10","MIX","12","Low","3"
"3241","OD ","650",0.059,"all","10","MIX","15","Low","3"
"3242","OD ","650",0.079,"all","10","MIX","18","Low","3"
"3243","OD ","650",0.083,"all","10","MIX","21","Low","2"
"3244","OD ","800",0.054,"all","10","MIX","9","Low","3"
"3245","OD ","800",0.053,"all","10","MIX","12","Low","3"
"3246","OD ","800",0.056,"all","10","MIX","15","Low","3"
"3247","OD ","800",0.071,"all","10","MIX","18","Low","3"
"3248","OD ","800",0.079,"all","10","MIX","21","Low","2"
"3249","RFU ","395,680",35,"all","10","MIX","9","HI","1"
"3250","RFU ","395,680",29,"all","10","MIX","12","HI","1"
"3251","RFU ","395,680",121,"all","10","MIX","15","HI","1"
"3252","RFU ","395,680",94,"all","10","MIX","18","HI","1"
"3253","RFU ","395,680",201,"all","10","MIX","21","Low","3"
"3254","RFU ","614,680",4,"all","10","MIX","9","HI","1"
"3255","RFU ","614,680",7,"all","10","MIX","12","HI","1"
"3256","RFU ","614,680",19,"all","10","MIX","15","HI","1"
"3257","RFU ","614,680",17,"all","10","MIX","18","HI","1"
"3258","RFU ","614,680",36,"all","10","MIX","21","Low","3"
"3259","RFU ","440,660",36,"all","10","MIX","9","HI","1"
"3260","RFU ","440,660",54,"all","10","MIX","12","HI","1"
"3261","RFU ","440,660",53,"all","10","MIX","15","HI","1"
"3262","RFU ","440,660",85,"all","10","MIX","18","HI","1"
"3263","RFU ","440,660",149,"all","10","MIX","21","Low","3"
"3264","OD ","440",0.062,"all","10","MIX","9","HI","1"
"3265","OD ","440",0.066,"all","10","MIX","12","HI","1"
"3266","OD ","440",0.072,"all","10","MIX","15","HI","1"
"3267","OD ","440",0.078,"all","10","MIX","18","HI","1"
"3268","OD ","440",0.102,"all","10","MIX","21","Low","3"
"3269","OD ","450",0.061,"all","10","MIX","9","HI","1"
"3270","OD ","450",0.064,"all","10","MIX","12","HI","1"
"3271","OD ","450",0.072,"all","10","MIX","15","HI","1"
"3272","OD ","450",0.072,"all","10","MIX","18","HI","1"
"3273","OD ","450",0.1,"all","10","MIX","21","Low","3"
"3274","OD ","650",0.049,"all","10","MIX","9","HI","1"
"3275","OD ","650",0.05,"all","10","MIX","12","HI","1"
"3276","OD ","650",0.055,"all","10","MIX","15","HI","1"
"3277","OD ","650",0.054,"all","10","MIX","18","HI","1"
"3278","OD ","650",0.075,"all","10","MIX","21","Low","3"
"3279","OD ","800",0.048,"all","10","MIX","9","HI","1"
"3280","OD ","800",0.049,"all","10","MIX","12","HI","1"
"3281","OD ","800",0.054,"all","10","MIX","15","HI","1"
"3282","OD ","800",0.054,"all","10","MIX","18","HI","1"
"3283","OD ","800",0.073,"all","10","MIX","21","Low","3"
"3284","RFU ","395,680",73,"all","10","MIX","9","HI","2"
"3285","RFU ","395,680",54,"all","10","MIX","12","HI","2"
"3286","RFU ","395,680",92,"all","10","MIX","15","HI","2"
"3287","RFU ","395,680",141,"all","10","MIX","18","HI","2"
"3288","RFU ","395,680",171,"all","10","MIX","21","HI","1"
"3289","RFU ","614,680",13,"all","10","MIX","9","HI","2"
"3290","RFU ","614,680",9,"all","10","MIX","12","HI","2"
"3291","RFU ","614,680",12,"all","10","MIX","15","HI","2"
"3292","RFU ","614,680",28,"all","10","MIX","18","HI","2"
"3293","RFU ","614,680",35,"all","10","MIX","21","HI","1"
"3294","RFU ","440,660",38,"all","10","MIX","9","HI","2"
"3295","RFU ","440,660",45,"all","10","MIX","12","HI","2"
"3296","RFU ","440,660",58,"all","10","MIX","15","HI","2"
"3297","RFU ","440,660",91,"all","10","MIX","18","HI","2"
"3298","RFU ","440,660",127,"all","10","MIX","21","HI","1"
"3299","OD ","440",0.061,"all","10","MIX","9","HI","2"
"3300","OD ","440",0.062,"all","10","MIX","12","HI","2"
"3301","OD ","440",0.07,"all","10","MIX","15","HI","2"
"3302","OD ","440",0.078,"all","10","MIX","18","HI","2"
"3303","OD ","440",0.097,"all","10","MIX","21","HI","1"
"3304","OD ","450",0.06,"all","10","MIX","9","HI","2"
"3305","OD ","450",0.06,"all","10","MIX","12","HI","2"
"3306","OD ","450",0.07,"all","10","MIX","15","HI","2"
"3307","OD ","450",0.076,"all","10","MIX","18","HI","2"
"3308","OD ","450",0.097,"all","10","MIX","21","HI","1"
"3309","OD ","650",0.046,"all","10","MIX","9","HI","2"
"3310","OD ","650",0.047,"all","10","MIX","12","HI","2"
"3311","OD ","650",0.053,"all","10","MIX","15","HI","2"
"3312","OD ","650",0.056,"all","10","MIX","18","HI","2"
"3313","OD ","650",0.073,"all","10","MIX","21","HI","1"
"3314","OD ","800",0.047,"all","10","MIX","9","HI","2"
"3315","OD ","800",0.047,"all","10","MIX","12","HI","2"
"3316","OD ","800",0.051,"all","10","MIX","15","HI","2"
"3317","OD ","800",0.056,"all","10","MIX","18","HI","2"
"3318","OD ","800",0.069,"all","10","MIX","21","HI","1"
"3319","RFU ","395,680",67,"all","10","MIX","9","HI","3"
"3320","RFU ","395,680",101,"all","10","MIX","12","HI","3"
"3321","RFU ","395,680",140,"all","10","MIX","15","HI","3"
"3322","RFU ","395,680",175,"all","10","MIX","18","HI","3"
"3323","RFU ","395,680",265,"all","10","MIX","21","HI","2"
"3324","RFU ","614,680",5,"all","10","MIX","9","HI","3"
"3325","RFU ","614,680",10,"all","10","MIX","12","HI","3"
"3326","RFU ","614,680",26,"all","10","MIX","15","HI","3"
"3327","RFU ","614,680",34,"all","10","MIX","18","HI","3"
"3328","RFU ","614,680",43,"all","10","MIX","21","HI","2"
"3329","RFU ","440,660",47,"all","10","MIX","9","HI","3"
"3330","RFU ","440,660",35,"all","10","MIX","12","HI","3"
"3331","RFU ","440,660",78,"all","10","MIX","15","HI","3"
"3332","RFU ","440,660",102,"all","10","MIX","18","HI","3"
"3333","RFU ","440,660",188,"all","10","MIX","21","HI","2"
"3334","OD ","440",0.065,"all","10","MIX","9","HI","3"
"3335","OD ","440",0.061,"all","10","MIX","12","HI","3"
"3336","OD ","440",0.071,"all","10","MIX","15","HI","3"
"3337","OD ","440",0.081,"all","10","MIX","18","HI","3"
"3338","OD ","440",0.114,"all","10","MIX","21","HI","2"
"3339","OD ","450",0.064,"all","10","MIX","9","HI","3"
"3340","OD ","450",0.06,"all","10","MIX","12","HI","3"
"3341","OD ","450",0.069,"all","10","MIX","15","HI","3"
"3342","OD ","450",0.082,"all","10","MIX","18","HI","3"
"3343","OD ","450",0.111,"all","10","MIX","21","HI","2"
"3344","OD ","650",0.048,"all","10","MIX","9","HI","3"
"3345","OD ","650",0.047,"all","10","MIX","12","HI","3"
"3346","OD ","650",0.052,"all","10","MIX","15","HI","3"
"3347","OD ","650",0.059,"all","10","MIX","18","HI","3"
"3348","OD ","650",0.085,"all","10","MIX","21","HI","2"
"3349","OD ","800",0.048,"all","10","MIX","9","HI","3"
"3350","OD ","800",0.047,"all","10","MIX","12","HI","3"
"3351","OD ","800",0.051,"all","10","MIX","15","HI","3"
"3352","OD ","800",0.054,"all","10","MIX","18","HI","3"
"3353","OD ","800",0.08,"all","10","MIX","21","HI","2"
"3354","RFU ","395,680",0,"all","10","MIX","21","HI","3"
"3355","RFU ","614,680",3,"all","10","MIX","21","HI","3"
"3356","RFU ","440,660",10,"all","10","MIX","21","HI","3"
"3357","OD ","440",0.038,"all","10","MIX","21","HI","3"
"3358","OD ","450",0.038,"all","10","MIX","21","HI","3"
"3359","OD ","650",0.035,"all","10","MIX","21","HI","3"
"3360","OD ","800",0.039,"all","10","MIX","21","HI","3"
"3361","RFU ","395,680",14,"all","1","MIX","9","Low","1"
"3362","RFU ","395,680",14,"all","1","MIX","12","Low","1"
"3363","RFU ","395,680",17,"all","1","MIX","15","Low","1"
"3364","RFU ","395,680",15,"all","1","MIX","18","Low","1"
"3365","RFU ","614,680",0,"all","1","MIX","9","Low","1"
"3366","RFU ","614,680",7,"all","1","MIX","12","Low","1"
"3367","RFU ","614,680",4,"all","1","MIX","15","Low","1"
"3368","RFU ","614,680",11,"all","1","MIX","18","Low","1"
"3369","RFU ","440,660",9,"all","1","MIX","9","Low","1"
"3370","RFU ","440,660",20,"all","1","MIX","12","Low","1"
"3371","RFU ","440,660",12,"all","1","MIX","15","Low","1"
"3372","RFU ","440,660",10,"all","1","MIX","18","Low","1"
"3373","OD ","440",0.046,"all","1","MIX","9","Low","1"
"3374","OD ","440",0.048,"all","1","MIX","12","Low","1"
"3375","OD ","440",0.055,"all","1","MIX","15","Low","1"
"3376","OD ","440",0.046,"all","1","MIX","18","Low","1"
"3377","OD ","450",0.045,"all","1","MIX","9","Low","1"
"3378","OD ","450",0.047,"all","1","MIX","12","Low","1"
"3379","OD ","450",0.055,"all","1","MIX","15","Low","1"
"3380","OD ","450",0.045,"all","1","MIX","18","Low","1"
"3381","OD ","650",0.041,"all","1","MIX","9","Low","1"
"3382","OD ","650",0.041,"all","1","MIX","12","Low","1"
"3383","OD ","650",0.047,"all","1","MIX","15","Low","1"
"3384","OD ","650",0.041,"all","1","MIX","18","Low","1"
"3385","OD ","800",0.04,"all","1","MIX","9","Low","1"
"3386","OD ","800",0.045,"all","1","MIX","12","Low","1"
"3387","OD ","800",0.049,"all","1","MIX","15","Low","1"
"3388","OD ","800",0.043,"all","1","MIX","18","Low","1"
"3389","RFU ","395,680",4,"all","1","MIX","9","Low","2"
"3390","RFU ","395,680",22,"all","1","MIX","12","Low","2"
"3391","RFU ","395,680",22,"all","1","MIX","15","Low","2"
"3392","RFU ","395,680",14,"all","1","MIX","18","Low","2"
"3393","RFU ","395,680",25,"all","1","MIX","21","Low","1"
"3394","RFU ","614,680",0,"all","1","MIX","9","Low","2"
"3395","RFU ","614,680",0,"all","1","MIX","12","Low","2"
"3396","RFU ","614,680",5,"all","1","MIX","15","Low","2"
"3397","RFU ","614,680",8,"all","1","MIX","18","Low","2"
"3398","RFU ","614,680",6,"all","1","MIX","21","Low","1"
"3399","RFU ","440,660",22,"all","1","MIX","9","Low","2"
"3400","RFU ","440,660",22,"all","1","MIX","12","Low","2"
"3401","RFU ","440,660",15,"all","1","MIX","15","Low","2"
"3402","RFU ","440,660",23,"all","1","MIX","18","Low","2"
"3403","RFU ","440,660",28,"all","1","MIX","21","Low","1"
"3404","OD ","440",0.047,"all","1","MIX","9","Low","2"
"3405","OD ","440",0.049,"all","1","MIX","12","Low","2"
"3406","OD ","440",0.047,"all","1","MIX","15","Low","2"
"3407","OD ","440",0.047,"all","1","MIX","18","Low","2"
"3408","OD ","440",0.046,"all","1","MIX","21","Low","1"
"3409","OD ","450",0.048,"all","1","MIX","9","Low","2"
"3410","OD ","450",0.046,"all","1","MIX","12","Low","2"
"3411","OD ","450",0.046,"all","1","MIX","15","Low","2"
"3412","OD ","450",0.046,"all","1","MIX","18","Low","2"
"3413","OD ","450",0.046,"all","1","MIX","21","Low","1"
"3414","OD ","650",0.041,"all","1","MIX","9","Low","2"
"3415","OD ","650",0.04,"all","1","MIX","12","Low","2"
"3416","OD ","650",0.04,"all","1","MIX","15","Low","2"
"3417","OD ","650",0.04,"all","1","MIX","18","Low","2"
"3418","OD ","650",0.039,"all","1","MIX","21","Low","1"
"3419","OD ","800",0.041,"all","1","MIX","9","Low","2"
"3420","OD ","800",0.045,"all","1","MIX","12","Low","2"
"3421","OD ","800",0.04,"all","1","MIX","15","Low","2"
"3422","OD ","800",0.041,"all","1","MIX","18","Low","2"
"3423","OD ","800",0.043,"all","1","MIX","21","Low","1"
"3424","RFU ","395,680",14,"all","1","MIX","9","Low","3"
"3425","RFU ","395,680",13,"all","1","MIX","12","Low","3"
"3426","RFU ","395,680",12,"all","1","MIX","15","Low","3"
"3427","RFU ","395,680",19,"all","1","MIX","18","Low","3"
"3428","RFU ","395,680",18,"all","1","MIX","21","Low","2"
"3429","RFU ","614,680",11,"all","1","MIX","9","Low","3"
"3430","RFU ","614,680",0,"all","1","MIX","12","Low","3"
"3431","RFU ","614,680",4,"all","1","MIX","15","Low","3"
"3432","RFU ","614,680",6,"all","1","MIX","18","Low","3"
"3433","RFU ","614,680",10,"all","1","MIX","21","Low","2"
"3434","RFU ","440,660",18,"all","1","MIX","9","Low","3"
"3435","RFU ","440,660",21,"all","1","MIX","12","Low","3"
"3436","RFU ","440,660",17,"all","1","MIX","15","Low","3"
"3437","RFU ","440,660",8,"all","1","MIX","18","Low","3"
"3438","RFU ","440,660",21,"all","1","MIX","21","Low","2"
"3439","OD ","440",0.047,"all","1","MIX","9","Low","3"
"3440","OD ","440",0.047,"all","1","MIX","12","Low","3"
"3441","OD ","440",0.045,"all","1","MIX","15","Low","3"
"3442","OD ","440",0.049,"all","1","MIX","18","Low","3"
"3443","OD ","440",0.045,"all","1","MIX","21","Low","2"
"3444","OD ","450",0.047,"all","1","MIX","9","Low","3"
"3445","OD ","450",0.047,"all","1","MIX","12","Low","3"
"3446","OD ","450",0.044,"all","1","MIX","15","Low","3"
"3447","OD ","450",0.048,"all","1","MIX","18","Low","3"
"3448","OD ","450",0.046,"all","1","MIX","21","Low","2"
"3449","OD ","650",0.041,"all","1","MIX","9","Low","3"
"3450","OD ","650",0.04,"all","1","MIX","12","Low","3"
"3451","OD ","650",0.039,"all","1","MIX","15","Low","3"
"3452","OD ","650",0.041,"all","1","MIX","18","Low","3"
"3453","OD ","650",0.038,"all","1","MIX","21","Low","2"
"3454","OD ","800",0.042,"all","1","MIX","9","Low","3"
"3455","OD ","800",0.044,"all","1","MIX","12","Low","3"
"3456","OD ","800",0.041,"all","1","MIX","15","Low","3"
"3457","OD ","800",0.042,"all","1","MIX","18","Low","3"
"3458","OD ","800",0.041,"all","1","MIX","21","Low","2"
"3459","RFU ","395,680",3,"all","1","MIX","9","HI","1"
"3460","RFU ","395,680",10,"all","1","MIX","12","HI","1"
"3461","RFU ","395,680",4,"all","1","MIX","15","HI","1"
"3462","RFU ","395,680",9,"all","1","MIX","18","HI","1"
"3463","RFU ","395,680",19,"all","1","MIX","21","Low","3"
"3464","RFU ","614,680",3,"all","1","MIX","9","HI","1"
"3465","RFU ","614,680",0,"all","1","MIX","12","HI","1"
"3466","RFU ","614,680",2,"all","1","MIX","15","HI","1"
"3467","RFU ","614,680",3,"all","1","MIX","18","HI","1"
"3468","RFU ","614,680",5,"all","1","MIX","21","Low","3"
"3469","RFU ","440,660",14,"all","1","MIX","9","HI","1"
"3470","RFU ","440,660",8,"all","1","MIX","12","HI","1"
"3471","RFU ","440,660",10,"all","1","MIX","15","HI","1"
"3472","RFU ","440,660",19,"all","1","MIX","18","HI","1"
"3473","RFU ","440,660",15,"all","1","MIX","21","Low","3"
"3474","OD ","440",0.044,"all","1","MIX","9","HI","1"
"3475","OD ","440",0.044,"all","1","MIX","12","HI","1"
"3476","OD ","440",0.044,"all","1","MIX","15","HI","1"
"3477","OD ","440",0.046,"all","1","MIX","18","HI","1"
"3478","OD ","440",0.045,"all","1","MIX","21","Low","3"
"3479","OD ","450",0.043,"all","1","MIX","9","HI","1"
"3480","OD ","450",0.043,"all","1","MIX","12","HI","1"
"3481","OD ","450",0.043,"all","1","MIX","15","HI","1"
"3482","OD ","450",0.045,"all","1","MIX","18","HI","1"
"3483","OD ","450",0.044,"all","1","MIX","21","Low","3"
"3484","OD ","650",0.038,"all","1","MIX","9","HI","1"
"3485","OD ","650",0.038,"all","1","MIX","12","HI","1"
"3486","OD ","650",0.038,"all","1","MIX","15","HI","1"
"3487","OD ","650",0.04,"all","1","MIX","18","HI","1"
"3488","OD ","650",0.039,"all","1","MIX","21","Low","3"
"3489","OD ","800",0.04,"all","1","MIX","9","HI","1"
"3490","OD ","800",0.041,"all","1","MIX","12","HI","1"
"3491","OD ","800",0.041,"all","1","MIX","15","HI","1"
"3492","OD ","800",0.044,"all","1","MIX","18","HI","1"
"3493","OD ","800",0.042,"all","1","MIX","21","Low","3"
"3494","RFU ","395,680",18,"all","1","MIX","9","HI","2"
"3495","RFU ","395,680",5,"all","1","MIX","12","HI","2"
"3496","RFU ","395,680",4,"all","1","MIX","15","HI","2"
"3497","RFU ","395,680",11,"all","1","MIX","18","HI","2"
"3498","RFU ","395,680",6,"all","1","MIX","21","HI","1"
"3499","RFU ","614,680",1,"all","1","MIX","9","HI","2"
"3500","RFU ","614,680",2,"all","1","MIX","12","HI","2"
"3501","RFU ","614,680",3,"all","1","MIX","15","HI","2"
"3502","RFU ","614,680",6,"all","1","MIX","18","HI","2"
"3503","RFU ","614,680",5,"all","1","MIX","21","HI","1"
"3504","RFU ","440,660",14,"all","1","MIX","9","HI","2"
"3505","RFU ","440,660",14,"all","1","MIX","12","HI","2"
"3506","RFU ","440,660",9,"all","1","MIX","15","HI","2"
"3507","RFU ","440,660",7,"all","1","MIX","18","HI","2"
"3508","RFU ","440,660",15,"all","1","MIX","21","HI","1"
"3509","OD ","440",0.05,"all","1","MIX","9","HI","2"
"3510","OD ","440",0.044,"all","1","MIX","12","HI","2"
"3511","OD ","440",0.043,"all","1","MIX","15","HI","2"
"3512","OD ","440",0.044,"all","1","MIX","18","HI","2"
"3513","OD ","440",0.046,"all","1","MIX","21","HI","1"
"3514","OD ","450",0.048,"all","1","MIX","9","HI","2"
"3515","OD ","450",0.043,"all","1","MIX","12","HI","2"
"3516","OD ","450",0.042,"all","1","MIX","15","HI","2"
"3517","OD ","450",0.044,"all","1","MIX","18","HI","2"
"3518","OD ","450",0.045,"all","1","MIX","21","HI","1"
"3519","OD ","650",0.041,"all","1","MIX","9","HI","2"
"3520","OD ","650",0.038,"all","1","MIX","12","HI","2"
"3521","OD ","650",0.037,"all","1","MIX","15","HI","2"
"3522","OD ","650",0.038,"all","1","MIX","18","HI","2"
"3523","OD ","650",0.039,"all","1","MIX","21","HI","1"
"3524","OD ","800",0.044,"all","1","MIX","9","HI","2"
"3525","OD ","800",0.041,"all","1","MIX","12","HI","2"
"3526","OD ","800",0.04,"all","1","MIX","15","HI","2"
"3527","OD ","800",0.042,"all","1","MIX","18","HI","2"
"3528","OD ","800",0.041,"all","1","MIX","21","HI","1"
"3529","RFU ","395,680",6,"all","1","MIX","9","HI","3"
"3530","RFU ","395,680",6,"all","1","MIX","12","HI","3"
"3531","RFU ","395,680",9,"all","1","MIX","15","HI","3"
"3532","RFU ","395,680",7,"all","1","MIX","18","HI","3"
"3533","RFU ","395,680",4,"all","1","MIX","21","HI","2"
"3534","RFU ","614,680",1,"all","1","MIX","9","HI","3"
"3535","RFU ","614,680",1,"all","1","MIX","12","HI","3"
"3536","RFU ","614,680",0,"all","1","MIX","15","HI","3"
"3537","RFU ","614,680",1,"all","1","MIX","18","HI","3"
"3538","RFU ","614,680",4,"all","1","MIX","21","HI","2"
"3539","RFU ","440,660",19,"all","1","MIX","9","HI","3"
"3540","RFU ","440,660",17,"all","1","MIX","12","HI","3"
"3541","RFU ","440,660",14,"all","1","MIX","15","HI","3"
"3542","RFU ","440,660",11,"all","1","MIX","18","HI","3"
"3543","RFU ","440,660",18,"all","1","MIX","21","HI","2"
"3544","OD ","440",0.043,"all","1","MIX","9","HI","3"
"3545","OD ","440",0.043,"all","1","MIX","12","HI","3"
"3546","OD ","440",0.043,"all","1","MIX","15","HI","3"
"3547","OD ","440",0.049,"all","1","MIX","18","HI","3"
"3548","OD ","440",0.044,"all","1","MIX","21","HI","2"
"3549","OD ","450",0.042,"all","1","MIX","9","HI","3"
"3550","OD ","450",0.042,"all","1","MIX","12","HI","3"
"3551","OD ","450",0.042,"all","1","MIX","15","HI","3"
"3552","OD ","450",0.05,"all","1","MIX","18","HI","3"
"3553","OD ","450",0.044,"all","1","MIX","21","HI","2"
"3554","OD ","650",0.037,"all","1","MIX","9","HI","3"
"3555","OD ","650",0.037,"all","1","MIX","12","HI","3"
"3556","OD ","650",0.037,"all","1","MIX","15","HI","3"
"3557","OD ","650",0.043,"all","1","MIX","18","HI","3"
"3558","OD ","650",0.038,"all","1","MIX","21","HI","2"
"3559","OD ","800",0.04,"all","1","MIX","9","HI","3"
"3560","OD ","800",0.04,"all","1","MIX","12","HI","3"
"3561","OD ","800",0.039,"all","1","MIX","15","HI","3"
"3562","OD ","800",0.045,"all","1","MIX","18","HI","3"
"3563","OD ","800",0.04,"all","1","MIX","21","HI","2"
"3564","RFU ","395,680",0,"all","1","MIX","21","HI","3"
"3565","RFU ","614,680",0,"all","1","MIX","21","HI","3"
"3566","RFU ","440,660",4,"all","1","MIX","21","HI","3"
"3567","OD ","440",0.038,"all","1","MIX","21","HI","3"
"3568","OD ","450",0.038,"all","1","MIX","21","HI","3"
"3569","OD ","650",0.035,"all","1","MIX","21","HI","3"
"3570","OD ","800",0.039,"all","1","MIX","21","HI","3"
"3571","RFU ","395,680",151,"all","9","pulse","9","Low","1"
